"행정구역","2019년01월_남_총인구수","2019년01월_남_연령구간인구수","2019년01월_남_0~9세","2019년01월_남_10~19세","2019년01월_남_20~29세","2019년01월_남_30~39세","2019년01월_남_40~49세","2019년01월_남_50~59세","2019년01월_남_60~69세","2019년01월_남_70~79세","2019년01월_남_80~89세","2019년01월_남_90~99세","2019년01월_남_100세 이상","2019년01월_여_총인구수","2019년01월_여_연령구간인구수","2019년01월_여_0~9세","2019년01월_여_10~19세","2019년01월_여_20~29세","2019년01월_여_30~39세","2019년01월_여_40~49세","2019년01월_여_50~59세","2019년01월_여_60~69세","2019년01월_여_70~79세","2019년01월_여_80~89세","2019년01월_여_90~99세","2019년01월_여_100세 이상"
"서울특별시 성북구 장위제2동(1129077000)","7,338","7,338","319","563","994","915","1,194","1,397","1,075","667","197","14","3","7,334","7,334","335","552","886","776","1,034","1,363","1,174","815","321","57","21"
"서울특별시 성북구 장위제3동(1129078000)","5,771","5,771","434","531","729","713","1,001","1,045","734","445","129","7","3","5,714","5,714","427","544","635","727","912","1,000","780","483","171","24","11"
"서울특별시 성북구 석관동(1129081000)","16,484","16,484","1,007","1,239","2,366","2,358","2,600","2,874","2,268","1,361","378","26","7","16,673","16,673","947","1,111","2,306","2,215","2,447","2,976","2,399","1,603","572","89","8"
"서울특별시 강북구 (1130500000)","155,900","155,900","9,643","12,924","21,760","22,680","25,700","26,392","19,880","12,739","3,761","367","54","162,861","162,861","9,082","12,214","22,019","20,535","24,861","27,870","23,080","16,197","5,904","927","172"
"서울특별시 강북구 삼양동(1130553400)","13,076","13,076","821","1,217","1,707","1,853","2,079","2,384","1,688","1,004","281","35","7","13,220","13,220","788","1,105","1,606","1,667","2,042","2,324","1,905","1,231","454","79","19"
"서울특별시 강북구 미아동(1130553500)","10,923","10,923","534","837","1,651","1,670","1,702","1,880","1,469","892","264","22","2","11,693","11,693","468","738","2,023","1,488","1,649","2,076","1,655","1,103","431","53","9"
"서울특별시 강북구 송중동(1130554500)","13,962","13,962","765","1,055","1,971","2,117","2,303","2,309","1,873","1,194","338","27","10","14,972","14,972","754","1,084","2,067","1,907","2,248","2,626","2,260","1,431","500","80","15"
"서울특별시 강북구 송천동(1130555500)","14,460","14,460","707","994","2,039","2,048","2,256","2,702","2,112","1,194","359","45","4","14,537","14,537","699","989","1,870","1,746","2,043","2,744","2,234","1,547","570","80","15"
"서울특별시 강북구 삼각산동(1130557500)","16,068","16,068","1,838","2,188","1,704","2,069","3,380","2,400","1,446","777","233","25","8","17,285","17,285","1,681","2,094","1,727","2,444","3,573","2,435","1,678","1,101","462","76","14"
"서울특별시 강북구 번1동(1130559500)","9,765","9,765","439","658","1,599","1,619","1,642","1,649","1,156","778","203","21","1","9,773","9,773","400","591","1,712","1,428","1,473","1,582","1,273","946","309","52","7"
"서울특별시 강북구 번2동(1130560300)","8,467","8,467","452","705","1,172","1,179","1,388","1,441","1,123","788","202","15","2","8,953","8,953","443","621","1,055","986","1,349","1,532","1,438","1,129","348","50","2"
"서울특별시 강북구 번3동(1130560800)","8,964","8,964","604","820","1,096","1,098","1,572","1,412","1,120","987","234","19","2","9,900","9,900","547","820","1,074","1,042","1,477","1,529","1,529","1,420","387","65","10"
"서울특별시 강북구 수유1동(1130561500)","10,882","10,882","576","835","1,605","1,647","1,727","1,866","1,423","885","288","25","5","11,101","11,101","619","764","1,635","1,365","1,557","1,987","1,621","1,044","411","68","30"
"서울특별시 강북구 수유2동(1130562500)","10,717","10,717","665","872","1,550","1,488","1,692","1,799","1,427","872","325","26","1","11,385","11,385","601","781","1,545","1,318","1,695","2,048","1,629","1,203","497","65","3"
"서울특별시 강북구 수유3동(1130563500)","12,046","12,046","518","702","2,077","2,086","1,878","2,064","1,464","948","280","27","2","12,096","12,096","541","605","2,168","1,700","1,687","2,066","1,713","1,140","407","55","14"
"서울특별시 강북구 우이동(1130564500)","10,577","10,577","694","840","1,405","1,485","1,605","1,762","1,439","985","314","41","7","11,107","11,107","634","768","1,382","1,359","1,640","1,954","1,613","1,203","444","88","22"
"서울특별시 강북구 인수동(1130566000)","15,993","15,993","1,030","1,201","2,184","2,321","2,476","2,724","2,140","1,435","440","39","3","16,839","16,839","907","1,254","2,155","2,085","2,428","2,967","2,532","1,699","684","116","12"
"서울특별시 도봉구 (1132000000)","165,839","165,839","11,352","15,187","23,576","23,131","26,073","28,363","21,923","12,098","3,708","396","32","172,995","172,995","10,659","14,347","22,374","22,185","26,844","31,221","23,478","14,358","6,357","1,055","117"
"서울특별시 도봉구 창제1동(1132051100)","12,737","12,737","960","1,291","1,744","1,881","2,202","2,020","1,503","826","273","36","1","13,783","13,783","893","1,212","1,779","1,929","2,299","2,333","1,675","1,114","461","83","5"
"서울특별시 도봉구 창제2동(1132051200)","15,237","15,237","1,169","1,357","2,229","2,367","2,482","2,522","1,793","997","304","17","0","15,796","15,796","1,087","1,268","2,159","2,307","2,522","2,780","1,917","1,208","485","61","2"
"서울특별시 도봉구 창제3동(1132051300)","7,502","7,502","464","661","1,004","1,047","1,215","1,357","981","599","157","14","3","7,522","7,522","465","601","947","900","1,180","1,347","1,024","722","276","51","9"
"서울특별시 도봉구 창제4동(1132051400)","13,682","13,682","1,057","1,534","1,985","1,822","2,276","2,424","1,517","744","278","43","2","14,656","14,656","1,045","1,493","1,862","1,904","2,585","2,602","1,601","939","533","88","4"
"서울특별시 도봉구 창제5동(1132051500)","12,522","12,522","949","1,158","1,829","1,915","1,810","2,124","1,662","779","267","28","1","13,355","13,355","831","1,128","1,832","1,845","2,043","2,504","1,701","915","476","71","9"
"서울특별시 도봉구 도봉제1동(1132052100)","11,460","11,460","554","775","1,506","1,521","1,720","2,017","1,759","1,231","341","34","2","11,170","11,170","564","627","1,330","1,231","1,510","2,052","1,925","1,335","516","65","15"
"서울특별시 도봉구 도봉제2동(1132052200)","14,145","14,145","970","1,004","1,819","2,053","2,083","2,309","2,213","1,273","382","35","4","14,669","14,669","961","966","1,710","1,979","1,943","2,536","2,408","1,420","627","97","22"
"서울특별시 도봉구 쌍문제1동(1132066000)","10,738","10,738","689","916","1,527","1,389","1,756","1,831","1,431","922","248","24","5","11,390","11,390","627","1,028","1,541","1,316","1,767","1,961","1,593","1,052","420","73","12"
"서울특별시 도봉구 쌍문제2동(1132067000)","9,851","9,851","696","856","1,375","1,578","1,513","1,585","1,287","689","241","24","7","10,500","10,500","563","815","1,382","1,441","1,528","1,914","1,444","906","426","73","8"
"서울특별시 도봉구 쌍문제3동(1132068000)","8,345","8,345","484","614","1,200","1,338","1,330","1,340","1,096","708","214","21","0","8,915","8,915","476","573","1,371","1,247","1,254","1,566","1,211","869","296","47","5"
"서울특별시 도봉구 쌍문제4동(1132068100)","9,560","9,560","706","1,098","1,456","1,221","1,490","1,653","1,225","507","176","28","0","10,515","10,515","662","1,116","1,378","1,282","1,788","1,991","1,252","637","335","70","4"
"서울특별시 도봉구 방학제1동(1132069000)","15,019","15,019","909","1,303","2,205","1,915","2,336","2,752","2,067","1,212","292","27","1","15,236","15,236","901","1,246","2,044","1,835","2,317","2,844","2,204","1,226","504","106","9"
"서울특별시 도봉구 방학제2동(1132070000)","10,775","10,775","597","932","1,594","1,391","1,661","1,989","1,498","850","228","32","3","10,567","10,567","547","833","1,312","1,174","1,612","1,997","1,566","1,031","412","73","10"
"서울특별시 도봉구 방학제3동(1132071000)","14,266","14,266","1,148","1,688","2,103","1,693","2,199","2,440","1,891","761","307","33","3","14,921","14,921","1,037","1,441","1,727","1,795","2,496","2,794","1,957","984","590","97","3"
"서울특별시 노원구 (1135000000)","263,324","263,324","19,540","31,275","39,346","35,195","44,584","43,351","29,411","15,167","4,905","477","73","279,420","279,420","18,423","28,820","36,666","35,871","48,693","46,177","33,124","20,210","9,650","1,615","171"
"서울특별시 노원구 월계1동(1135056000)","12,188","12,188","767","1,014","2,322","1,685","1,905","1,879","1,458","875","258","21","4","11,381","11,381","743","850","1,646","1,509","1,745","1,836","1,623","964","387","69","9"
"서울특별시 노원구 월계2동(1135057000)","12,757","12,757","914","1,225","1,637","1,679","2,163","2,115","1,764","978","254","28","0","13,684","13,684","911","1,106","1,455","1,685","2,103","2,289","2,161","1,236","612","118","8"
"서울특별시 노원구 월계3동(1135058000)","15,583","15,583","1,451","1,277","1,948","2,664","2,505","2,317","1,984","1,095","320","20","2","16,722","16,722","1,301","1,182","1,917","2,641","2,498","2,652","2,407","1,405","604","104","11"
"서울특별시 노원구 공릉1동(1135059500)","19,099","19,099","1,289","1,573","3,454","3,110","2,955","2,856","2,375","1,129","330","27","1","19,808","19,808","1,216","1,514","3,329","3,020","2,801","3,261","2,606","1,368","571","109","13"
"서울특별시 노원구 공릉2동(1135060000)","20,054","20,054","1,709","2,535","3,245","2,797","3,424","3,054","2,009","930","322","26","3","20,852","20,852","1,619","2,386","3,274","2,883","3,684","3,174","2,112","1,102","521","89","8"
"서울특별시 노원구 하계1동(1135061100)","14,122","14,122","689","2,199","2,881","1,460","2,142","2,439","1,408","620","247","36","1","15,067","15,067","643","1,684","2,421","1,526","2,621","2,706","1,714","1,078","584","84","6"
"서울특별시 노원구 하계2동(1135061200)","11,398","11,398","859","1,681","1,675","1,288","2,089","1,995","1,027","565","203","15","1","12,421","12,421","853","1,580","1,661","1,447","2,370","2,116","1,166","757","411","57","3"
"서울특별시 노원구 중계본동(1135061900)","13,096","13,096","886","2,447","1,934","953","2,528","2,531","1,130","475","185","23","4","13,580","13,580","805","2,400","1,750","1,084","3,138","2,266","1,040","663","365","62","7"
"서울특별시 노원구 중계1동(1135062100)","13,787","13,787","1,105","3,224","1,667","860","3,121","2,368","902","388","136","13","3","14,451","14,451","956","2,867","1,532","1,249","3,857","2,129","869","608","331","44","9"
"서울특별시 노원구 중계4동(1135062400)","10,577","10,577","678","1,474","1,453","1,118","1,865","1,843","1,202","692","232","19","1","11,161","11,161","674","1,177","1,286","1,143","2,061","1,832","1,406","1,061","440","71","10"
"서울특별시 노원구 중계2.3동(1135062500)","17,534","17,534","1,334","1,862","2,372","2,382","3,171","2,777","1,998","1,189","410","36","3","20,054","20,054","1,243","1,972","2,240","2,459","3,376","3,047","2,591","2,035","940","142","9"
"서울특별시 노원구 상계1동(1135063000)","19,887","19,887","1,397","1,967","2,975","2,705","3,027","3,449","2,626","1,271","399","38","33","20,828","20,828","1,294","1,828","2,796","2,705","3,281","3,854","2,678","1,481","743","151","17"
"서울특별시 노원구 상계2동(1135064000)","10,606","10,606","601","1,101","1,776","1,306","1,674","1,973","1,306","656","191","16","6","10,829","10,829","560","1,040","1,770","1,245","1,748","2,016","1,325","724","334","60","7"
"서울특별시 노원구 상계3.4동(1135066500)","13,174","13,174","727","1,221","1,714","1,550","2,064","2,399","1,903","1,176","384","31","5","13,214","13,214","676","1,027","1,492","1,323","2,028","2,391","2,042","1,519","596","101","19"
"서울특별시 노원구 상계5동(1135067000)","12,743","12,743","687","1,252","1,943","1,596","2,025","2,315","1,636","953","292","40","4","13,309","13,309","639","1,196","1,761","1,402","2,125","2,459","1,802","1,263","547","93","22"
"서울특별시 노원구 상계6.7동(1135069500)","16,446","16,446","1,525","1,795","2,375","2,529","2,824","2,638","1,657","791","278","34","0","18,814","18,814","1,474","1,775","2,415","2,875","3,389","3,085","1,986","1,085","626","101","3"
"서울특별시 노원구 상계8동(1135070000)","11,771","11,771","1,494","1,270","1,335","2,647","2,056","1,400","923","468","162","16","0","12,603","12,603","1,416","1,242","1,319","2,718","2,155","1,564","1,144","649","332","59","5"
"서울특별시 노원구 상계9동(1135071000)","10,684","10,684","851","1,346","1,461","1,561","1,792","1,686","1,224","564","174","25","0","11,549","11,549","819","1,157","1,334","1,555","2,129","1,959","1,397","731","405","60","3"
"서울특별시 노원구 상계10동(1135072000)","7,818","7,818","577","812","1,179","1,305","1,254","1,317","879","352","128","13","2","9,093","9,093","581","837","1,268","1,402","1,584","1,541","1,055","481","301","41","2"
"서울특별시 은평구 (1138000000)","233,800","233,800","17,042","21,976","32,119","35,864","39,601","37,451","27,331","16,607","5,265","482","62","249,713","249,713","16,233","20,829","33,158","35,981","40,466","40,639","31,761","20,718","8,249","1,357","322"
"서울특별시 은평구 녹번동(1138051000)","17,140","17,140","1,261","1,294","2,262","3,008","2,818","2,740","2,020","1,286","413","34","4","18,428","18,428","1,222","1,248","2,457","2,885","2,804","2,987","2,425","1,635","623","128","14"
"서울특별시 은평구 불광제1동(1138052000)","19,629","19,629","1,495","1,603","2,759","2,962","3,210","3,222","2,312","1,480","536","42","8","21,501","21,501","1,430","1,460","2,766","3,100","3,366","3,692","2,782","1,951","822","115","17"
